,Open,High,Low,Close,Headlines,Average Mean,Differential,Sentiment,Polarity
2018-07-08,1682.699951,1713.890015,1678.060059,1713.780029,"Among the items for sale on the site were Nazi-themed action figures and onesies for babies stamped with alt-right images, the report said.",1594.4561058900028,35.82995600000004,1,0.1
2018-07-09,1682.699951,1713.890015,1678.060059,1713.780029,"Among the items for sale on the site were Nazi-themed action figures and onesies for babies stamped with alt-right images, the report said.",1597.1205065200027,35.82995600000004,1,0.1
2018-07-10,1682.699951,1713.890015,1678.060059,1713.780029,"Among the items for sale on the site were Nazi-themed action figures and onesies for babies stamped with alt-right images, the report said.",1599.7849071500025,35.82995600000004,1,0.1
2018-07-11,1682.699951,1713.890015,1678.060059,1713.780029,"Among the items for sale on the site were Nazi-themed action figures and onesies for babies stamped with alt-right images, the report said.",1603.2028075400024,35.82995600000004,1,0.1
2018-07-12,1682.699951,1713.890015,1678.060059,1713.780029,"Among the items for sale on the site were Nazi-themed action figures and onesies for babies stamped with alt-right images, the report said.",1606.4201073400022,35.82995600000004,1,0.1
2018-07-13,1803.930054,1815.300049,1795.22998,1813.030029,Amazon Prime’s “Zoe” stars Ewan McGregor and Léa Seydoux; a daring indie series is out on Filmatique; and Martin Scorsese and Paul Schrader talk “Taxi.”,1610.444708170002,20.070068999999876,0,0.0
2018-07-14,1803.930054,1815.300049,1795.22998,1813.030029,Amazon Prime’s “Zoe” stars Ewan McGregor and Léa Seydoux; a daring indie series is out on Filmatique; and Martin Scorsese and Paul Schrader talk “Taxi.”,1614.4693090000019,20.070068999999876,0,0.0
2018-07-15,1803.930054,1815.300049,1795.22998,1813.030029,Booksellers on the online marketplace are charging thousands for books that normally sell for a few dollars. Authors are perplexed — and annoyed.,1618.4939098300017,20.070068999999876,0,-0.012500000000000011
2018-07-16,1821.949951,1841.949951,1814.449951,1822.4899899999998,Here’s what you need to know at the end of the day.,1622.6131102700017,27.5,0,0.0
2018-07-17,1811.560059,1851.689941,1797.380005,1843.930054,"Amazon says it will offer more than a million deals, including discounts on Echo devices, kitchen appliances and more — and extend the sale by an extra six hours compared with last year. ",1626.9467113500016,54.30993600000011,1,0.25
2018-07-18,1811.560059,1851.689941,1797.380005,1843.930054,"Amazon says it will offer more than a million deals, including discounts on Echo devices, kitchen appliances and more — and extend the sale by an extra six hours compared with last year. ",1631.2803124300015,54.30993600000011,1,0.25
2018-07-19,1829.459961,1841.0,1811.27002,1812.969971,"The race to surpass the symbolic market cap is Apple’s to lose, but Amazon is increasingly giving it some stiff competition.",1635.0478124300016,29.72998000000007,0,-0.21428571428571427
2018-07-20,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1638.8226122300011,24.779907000000094,0,-0.5
2018-07-21,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1642.4746117400011,24.779907000000094,0,-0.5
2018-07-22,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1646.3037108600008,24.779907000000094,0,-0.5
2018-07-23,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1650.1328099800005,24.779907000000094,0,-0.5
2018-07-24,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1653.9619091000004,24.779907000000094,0,-0.5
2018-07-25,1825.0100100000002,1834.839966,1810.060059,1813.699951,"“Calibre,” Netflix’s Scottish thriller, is a movie you can pause, but you’re not going to want to. Damon Packard‘s films on Amazon are unsettling.// Quotation of the Day for Saturday, July 21, 2018.",1657.79100822,24.779907000000094,0,-0.5
2018-07-26,1839.0,1844.680054,1804.5,1808.0,"The online retailer’s profits exceeded expectations but its revenues did not, leading to a muted response from Wall Street.// The errors emerged as part of a test by the A.C.L.U. that compared the photos of all federal lawmakers against a database of 25,000 publicly available mug shots.",1661.56310783,40.18005399999993,1,0.4
2018-07-27,1876.050049,1880.050049,1806.530029,1817.27002,Here’s what you need to know to start your day.,1664.45740837,73.52001999999993,0,0.0
2018-07-28,1876.050049,1880.050049,1806.530029,1817.27002,Here’s what you need to know to start your day.,1667.06100823,73.52001999999993,0,0.0
2018-07-29,1876.050049,1880.050049,1806.530029,1817.27002,Here’s what you need to know to start your day.,1669.6646080899998,73.52001999999993,0,0.0
2018-07-30,1876.050049,1880.050049,1806.530029,1817.27002,Here’s what you need to know to start your day.,1672.2682079499998,73.52001999999993,0,0.0
2018-07-31,1876.050049,1880.050049,1806.530029,1817.27002,Here’s what you need to know to start your day.,1674.8718078099998,73.52001999999993,0,0.0
2018-08-01,1784.0,1798.439941,1776.02002,1797.1700440000002,"Every month, subscription streaming services add a ton of new movies and TV shows. Here are the ones we think are most interesting this month.",1677.6649083999998,22.41992100000016,1,0.37878787878787873
2018-08-02,1788.77002,1836.560059,1786.0,1834.3299559999998,"The retailer said it would not let third-party merchants sell goods with Nazi and white nationalist symbols on its platform, amid pressure from nonprofits and lawmakers.",1681.4073082999998,50.56005899999991,0,0.0
2018-08-03,1837.7399899999998,1841.0,1821.5,1823.290039,"Every SoftBank investment can make waves, just like the $240 million one in Brandless that it made this week.",1685.03850825,19.5,0,0.0
2018-08-04,1837.7399899999998,1841.0,1821.5,1823.290039,"Every SoftBank investment can make waves, just like the $240 million one in Brandless that it made this week.",1688.0918090300004,19.5,0,0.0
2018-08-05,1837.7399899999998,1841.0,1821.5,1823.290039,"As Amazon continues its search for its second headquarters, some city officials wonder what was offered and how much it will cost taxpayers.",1690.5985094700006,19.5,1,0.1
2018-08-06,1837.7399899999998,1841.0,1821.5,1823.290039,"As Amazon continues its search for its second headquarters, some city officials wonder what was offered and how much it will cost taxpayers.",1693.105209910001,19.5,1,0.1
2018-08-07,1837.7399899999998,1841.0,1821.5,1823.290039,"As Amazon continues its search for its second headquarters, some city officials wonder what was offered and how much it will cost taxpayers.",1695.6119103500012,19.5,1,0.1
2018-08-08,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1698.815810500001,37.01001000000019,1,0.13333333333333333
2018-08-09,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1701.858410600001,37.01001000000019,1,0.13333333333333333
2018-08-10,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1705.026810260001,37.01001000000019,1,0.13333333333333333
2018-08-11,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1708.171210900001,37.01001000000019,1,0.13333333333333333
2018-08-12,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1711.3156115400009,37.01001000000019,1,0.13333333333333333
2018-08-13,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1714.4600121800008,37.01001000000019,1,0.13333333333333333
2018-08-14,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1717.6044128200008,37.01001000000019,1,0.13333333333333333
2018-08-15,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1720.4682128700006,37.01001000000019,1,0.13333333333333333
2018-08-16,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1723.4095129200005,37.01001000000019,1,0.13333333333333333
2018-08-17,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1726.3508129700003,37.01001000000019,1,0.13333333333333333
2018-08-18,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1729.1252136100002,37.01001000000019,1,0.13333333333333333
2018-08-19,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1731.8996142500002,37.01001000000019,1,0.13333333333333333
2018-08-20,1861.0,1891.5100100000002,1854.5,1886.52002,"The billionaire activist investor is citing the online retailer in opposing Cigna’s $52 billion deal for Express Scripts.// Amazon said its Whole Foods stores would let customers order groceries online and pick them up in person. Walmart already offers that service at nearly 1,800 stores.",1734.67401489,37.01001000000019,1,0.13333333333333333
2018-08-21,1880.0,1897.75,1874.410034,1883.4200440000002,"Since the Whole Foods sale a year ago, traditional grocers have agreed to a variety of deals and partnerships. The latest investment is a Japanese chain’s $110 million stake in Boxed.",1737.4174157700002,23.339966000000004,1,0.175
2018-08-22,1880.0,1897.75,1874.410034,1883.4200440000002,"Since the Whole Foods sale a year ago, traditional grocers have agreed to a variety of deals and partnerships. The latest investment is a Japanese chain’s $110 million stake in Boxed.",1740.2362158199999,23.339966000000004,1,0.175
2018-08-23,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,Here’s what you need to know to start your day.,1743.2498156699999,18.739989999999807,0,0.0
2018-08-24,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,Here’s what you need to know to start your day.,1746.40601562,18.739989999999807,0,0.0
2018-08-25,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,"The biggest companies may be influencing things like inflation and wage growth, possibly at the expense of central bankers’ power to do so.",1749.56221557,18.739989999999807,0,0.0
2018-08-26,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,"The biggest companies may be influencing things like inflation and wage growth, possibly at the expense of central bankers’ power to do so.",1752.8475158600004,18.739989999999807,0,0.0
2018-08-27,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,"The biggest companies may be influencing things like inflation and wage growth, possibly at the expense of central bankers’ power to do so.",1756.1328161500005,18.739989999999807,0,0.0
2018-08-28,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,"The biggest companies may be influencing things like inflation and wage growth, possibly at the expense of central bankers’ power to do so.",1759.4181164400006,18.739989999999807,0,0.0
2018-08-29,1907.1700440000002,1919.5,1900.7600100000002,1902.9000239999998,"The biggest companies may be influencing things like inflation and wage growth, possibly at the expense of central bankers’ power to do so.",1762.7034167300008,18.739989999999807,0,0.0
2018-08-30,1997.4200440000002,2025.569946,1986.9000239999998,2002.380005,Amazon Prime’s reboot of the Tom Clancy spy hero is still a Boy Scout and he’s still determined to save the world the American way.,1766.9132165400008,38.66992200000027,0,0.0
2018-08-31,1997.4200440000002,2025.569946,1986.9000239999998,2002.380005,Amazon Prime’s reboot of the Tom Clancy spy hero is still a Boy Scout and he’s still determined to save the world the American way.,1771.123016350001,38.66992200000027,0,0.0
2018-09-01,1997.4200440000002,2025.569946,1986.9000239999998,2002.380005,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are the ones we think are most interesting for September.",1775.1161169400011,38.66992200000027,1,0.37878787878787873
2018-09-02,1997.4200440000002,2025.569946,1986.9000239999998,2002.380005,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are the ones we think are most interesting for September.",1779.0384167500013,38.66992200000027,1,0.37878787878787873
2018-09-03,1997.4200440000002,2025.569946,1986.9000239999998,2002.380005,"The online retailer is moving aggressively into digital advertising, emerging as a major competitor to Google and Facebook.// Sales are booming at major chains that have taken cues from their giant online rival — signs of a revival in a $3.5 trillion industry.",1782.9607165600014,38.66992200000027,1,0.03125
2018-09-04,2026.5,2050.5,2013.0,2039.5100100000002,"Apple became the first public company to be worth $1 trillion. Amazon hit the same milestone a month later, but the reasons for the e-commerce titan’s rise are more complicated.// Here’s what you need to know to start your day.// As the online retailer looked at India, its top new market, it realized it needed to reach beyond the relatively small, urban English-speaking population.// Here’s what you need to know at the end of the day.",1787.2543164200013,37.5,1,0.08512396694214877
2018-09-05,2038.109985,2040.380005,1989.890015,1994.819946,"Mr. Bezos and his wife, MacKenzie, made what was by far their largest political contribution to the With Honor Fund, which backs congressional candidates with military backgrounds.// Some people say that the company is overvalued. But Jeff Bezos, its C.E.O., thinks that the sky is the limit.// Here’s what you need to know to start your day.// Here’s what you need to know to start your day.",1791.1010156400014,50.489990000000034,0,0.0
2018-09-06,2038.109985,2040.380005,1989.890015,1994.819946,"Mr. Bezos and his wife, MacKenzie, made what was by far their largest political contribution to the With Honor Fund, which backs congressional candidates with military backgrounds.// Some people say that the company is overvalued. But Jeff Bezos, its C.E.O., thinks that the sky is the limit.// Here’s what you need to know to start your day.// Here’s what you need to know to start your day.",1794.9477148600013,50.489990000000034,0,0.0
2018-09-07,1938.709961,1975.199951,1937.3499760000002,1952.069946,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.// Amazon announced its plans for a second headquarters a year ago on Friday. People in the 20 finalist cities are looking for any sign of a winner.",1798.2195141700013,37.84997499999986,0,-0.03571428571428571
2018-09-08,1938.709961,1975.199951,1937.3499760000002,1952.069946,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.// Amazon announced its plans for a second headquarters a year ago on Friday. People in the 20 finalist cities are looking for any sign of a winner.",1801.4440136800013,37.84997499999986,0,-0.03571428571428571
2018-09-09,1938.709961,1975.199951,1937.3499760000002,1952.069946,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.// Amazon announced its plans for a second headquarters a year ago on Friday. People in the 20 finalist cities are looking for any sign of a winner.",1804.5493127500013,37.84997499999986,0,-0.03571428571428571
2018-09-10,1938.709961,1975.199951,1937.3499760000002,1952.069946,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.// Amazon announced its plans for a second headquarters a year ago on Friday. People in the 20 finalist cities are looking for any sign of a winner.",1807.6546118200013,37.84997499999986,0,-0.03571428571428571
2018-09-11,1938.709961,1975.199951,1937.3499760000002,1952.069946,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.// Amazon announced its plans for a second headquarters a year ago on Friday. People in the 20 finalist cities are looking for any sign of a winner.",1810.759910890001,37.84997499999986,0,-0.03571428571428571
2018-09-12,1994.0,2000.0,1962.439941,1990.0,"Maya Rudolph and Fred Armisen play a couple stuck in a routine, in an Amazon series that is anything but that.",1814.2445105000008,37.56005899999991,0,0.0
2018-09-13,2000.0,2008.7600100000002,1982.030029,1989.869995,"For one shop owner in Brooklyn, it’s about outlasting your competition, staying on-trend, customer loyalty, and living your passion. In his case, that’s ballroom dancing, located on the second floor.",1817.1797106900008,26.72998100000018,0,0.0
2018-09-14,2000.0,2008.7600100000002,1982.030029,1989.869995,"For one shop owner in Brooklyn, it’s about outlasting your competition, staying on-trend, customer loyalty, and living your passion. In his case, that’s ballroom dancing, located on the second floor.",1820.1149108800007,26.72998100000018,0,0.0
2018-09-15,2000.0,2008.7600100000002,1982.030029,1989.869995,"For one shop owner in Brooklyn, it’s about outlasting your competition, staying on-trend, customer loyalty, and living your passion. In his case, that’s ballroom dancing, located on the second floor.",1823.1206103400004,26.72998100000018,0,0.0
2018-09-16,2000.0,2008.7600100000002,1982.030029,1989.869995,"For one shop owner in Brooklyn, it’s about outlasting your competition, staying on-trend, customer loyalty, and living your passion. In his case, that’s ballroom dancing, located on the second floor.",1826.1263098000002,26.72998100000018,0,0.0
2018-09-17,2000.0,2008.7600100000002,1982.030029,1989.869995,"For one shop owner in Brooklyn, it’s about outlasting your competition, staying on-trend, customer loyalty, and living your passion. In his case, that’s ballroom dancing, located on the second floor.",1829.13200926,26.72998100000018,0,0.0
2018-09-18,1918.6500239999998,1958.199951,1915.439941,1941.050049,The decision by the Salesforce chief executive Marc Benioff to buy Time magazine raises the question of the duty that executives have to the companies that made them rich.,1831.6495092599998,42.760009999999966,1,0.375
2018-09-19,1940.5,1940.8299559999998,1904.9000239999998,1926.4200440000002,"The European Union’s antitrust chief announced an inquiry into the e-commerce giant over its use of data collected about third-party merchants.// Smart home devices will tell you the weather and answer trivia questions, sure, but they can do so much more. Try these tips to streamline your day, relax a little or just have some fun.",1834.02250975,35.92993200000001,1,0.18954081632653064
2018-09-20,1938.5799559999998,1955.0,1932.25,1944.300049,"Amazon announced more than a dozen devices and tools for its Alexa voice assistant, including a microwave.",1836.4780102400002,22.75,1,0.5
2018-09-21,1938.5799559999998,1955.0,1932.25,1944.300049,"Amazon announced more than a dozen devices and tools for its Alexa voice assistant, including a microwave.",1838.9335107300003,22.75,1,0.5
2018-09-22,1938.5799559999998,1955.0,1932.25,1944.300049,"Amazon announced more than a dozen devices and tools for its Alexa voice assistant, including a microwave.",1841.3890112200004,22.75,1,0.5
2018-09-23,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1843.8445117100005,22.75,1,0.06818181818181818
2018-09-24,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1846.3000122000005,22.75,1,0.06818181818181818
2018-09-25,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1848.7555126900008,22.75,1,0.06818181818181818
2018-09-26,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1851.211013180001,22.75,1,0.06818181818181818
2018-09-27,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1853.306213380001,22.75,1,0.06818181818181818
2018-09-28,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1855.2484143100012,22.75,1,0.06818181818181818
2018-09-29,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1857.3892150900012,22.75,1,0.06818181818181818
2018-09-30,1938.5799559999998,1955.0,1932.25,1944.300049,"The e-commerce giant uses its headquarters city as a living laboratory, trying out new retail and logistics models.",1859.6755151400014,22.75,1,0.06818181818181818
2018-10-01,2021.9899899999998,2033.189941,2003.5999760000002,2004.359985,"It’s Halloween season, so this month we’re paying extra attention to horror-themed TV series and movies coming to the major streaming services.",1862.5624145500012,29.589964999999893,1,0.03125
2018-10-02,1999.9899899999998,2013.390015,1965.77002,1971.310059,The company also said it would lobby the federal government for a higher minimum wage.// The e-commerce titan is raising hourly pay to $15 an hour in the wake of attacks over how it treats workers. But will investors buy it?,1865.1188147000014,47.61999500000002,1,0.25
2018-10-03,1981.699951,1989.699951,1949.810059,1952.7600100000002,How the country might return to a time when corporate executives rejected pure greed.// The auction site said it was tipped off to the situation by an eBay seller who had been contacted by Amazon.// The Emmy-winning TV creator talks about his return to television with “The Romanoffs” and addresses a harassment allegation.,1868.0149145600014,39.889892000000145,1,0.10714285714285714
2018-10-04,1981.699951,1989.699951,1949.810059,1952.7600100000002,How the country might return to a time when corporate executives rejected pure greed.// The auction site said it was tipped off to the situation by an eBay seller who had been contacted by Amazon.// The Emmy-winning TV creator talks about his return to television with “The Romanoffs” and addresses a harassment allegation.,1870.9110144200013,39.889892000000145,1,0.10714285714285714
2018-10-05,1981.699951,1989.699951,1949.810059,1952.7600100000002,How the country might return to a time when corporate executives rejected pure greed.// The auction site said it was tipped off to the situation by an eBay seller who had been contacted by Amazon.// The Emmy-winning TV creator talks about his return to television with “The Romanoffs” and addresses a harassment allegation.,1873.8071142800013,39.889892000000145,1,0.10714285714285714
2018-10-06,1981.699951,1989.699951,1949.810059,1952.7600100000002,How the country might return to a time when corporate executives rejected pure greed.// The auction site said it was tipped off to the situation by an eBay seller who had been contacted by Amazon.// The Emmy-winning TV creator talks about his return to television with “The Romanoffs” and addresses a harassment allegation.,1876.3202148700013,39.889892000000145,1,0.10714285714285714
2018-10-07,1981.699951,1989.699951,1949.810059,1952.7600100000002,How the country might return to a time when corporate executives rejected pure greed.// The auction site said it was tipped off to the situation by an eBay seller who had been contacted by Amazon.// The Emmy-winning TV creator talks about his return to television with “The Romanoffs” and addresses a harassment allegation.,1878.8498144800012,39.889892000000145,1,0.10714285714285714
2018-10-08,1874.0,1902.0,1830.660034,1864.4200440000002,"At a time when trust in its services is eroding, the social network introduced Portal and Portal Plus, its first major effort to build consumer hardware from scratch.",1880.4960144300012,71.339966,1,0.11527777777777777
2018-10-09,1859.9899899999998,1896.680054,1852.319946,1870.319946,Last week the company was praised for increasing what it paid its warehouse workers. Now the company is explaining what that means for bonuses and stock grants.,1882.201213400001,44.360107999999855,0,0.0
2018-10-10,1857.890015,1858.560059,1754.410034,1755.25,Readers weigh in on the company’s minimum-pay increase.// Amazon and other tech giants have made devices connected to the internet increasingly prevalent. Now is the time to be freaking out about the dangers.,1882.6159131100012,104.15002499999991,0,-0.125
2018-10-11,1724.0,1755.4000239999998,1685.0999760000002,1719.359985,The new anthology from the creator of “Mad Men” has moments of wonder amid sluggish storytelling.// Walmart’s foray into entertainment comes as the company seeks to expand its business beyond brick and mortar retailing and challenge Amazon.,1882.6717126700012,70.3000479999996,0,-0.24431818181818182
2018-10-12,1724.0,1755.4000239999998,1685.0999760000002,1719.359985,The new anthology from the creator of “Mad Men” has moments of wonder amid sluggish storytelling.// Walmart’s foray into entertainment comes as the company seeks to expand its business beyond brick and mortar retailing and challenge Amazon.,1882.7275122300011,70.3000479999996,0,-0.24431818181818182
2018-10-13,1724.0,1755.4000239999998,1685.0999760000002,1719.359985,The new anthology from the creator of “Mad Men” has moments of wonder amid sluggish storytelling.// Walmart’s foray into entertainment comes as the company seeks to expand its business beyond brick and mortar retailing and challenge Amazon.,1882.783311790001,70.3000479999996,0,-0.24431818181818182
2018-10-14,1724.0,1755.4000239999998,1685.0999760000002,1719.359985,The new anthology from the creator of “Mad Men” has moments of wonder amid sluggish storytelling.// Walmart’s foray into entertainment comes as the company seeks to expand its business beyond brick and mortar retailing and challenge Amazon.,1882.839111350001,70.3000479999996,0,-0.24431818181818182
2018-10-15,1795.0,1795.050049,1734.22998,1760.949951,"It was a technological wonder — until the retail landscape changed and new innovation, and greedy owners, arrived.",1883.3108105700012,60.820068999999876,1,0.13636363636363635
2018-10-16,1795.0,1795.050049,1734.22998,1760.949951,"It was a technological wonder — until the retail landscape changed and new innovation, and greedy owners, arrived.",1883.7825097900013,60.820068999999876,1,0.13636363636363635
2018-10-17,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1884.9620093000015,38.0,0,0.0
2018-10-18,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1886.1415088100016,38.0,0,0.0
2018-10-19,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1887.3210083200017,38.0,0,0.0
2018-10-20,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1888.5005078300019,38.0,0,0.0
2018-10-21,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1888.687507340002,38.0,0,0.0
2018-10-22,1842.790039,1845.0,1807.0,1831.72998,Here’s what you need to know to start your day.,1888.8745068500023,38.0,0,0.0
2018-10-23,1742.2399899999998,1776.339966,1714.0,1768.699951,Profit-sharing plans for rank-and-file employees are vanishing as corporate America has adopted a new approach toward who reaps a healthy company’s gains.,1888.4312060700022,62.339966000000004,1,0.21212121212121213
2018-10-24,1773.699951,1777.709961,1656.560059,1664.199951,"John Carpenter’s 1980 movie, which hinges more on suspense than on gore, has been newly restored and is showing at the Metrograph.",1886.848305680002,121.14990200000011,1,0.3181818181818182
2018-10-25,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1886.230705580002,102.80004899999972,1,0.08333333333333333
2018-10-26,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1885.613105480002,102.80004899999972,1,0.08333333333333333
2018-10-27,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1885.305106210002,102.80004899999972,1,0.08333333333333333
2018-10-28,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1884.989807140002,102.80004899999972,1,0.08333333333333333
2018-10-29,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1884.6745080700023,102.80004899999972,1,0.08333333333333333
2018-10-30,1703.339966,1794.810059,1692.0100100000002,1782.1700440000002,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.// Many locations will receive investment from Amazon if they aren’t home to its second headquarters — and they will escape expensive incentives, too.",1884.3592090000022,102.80004899999972,1,0.08333333333333333
2018-10-31,1569.98999,1623.910034,1565.089966,1598.01001,"In Amazon’s thriller, Julia Roberts plays a counselor for war veterans who starts to question who her research is really meant to help.",1882.2023095900024,58.82006799999999,1,0.2
